person_id,age,age_group,individual_income,income_group,household_size,family_structure,vehicles,target_amenity,target_mode,pred_mode
21766,29,Young Adult,53672,Moderate,3_person,family_single,1,F&B Eatery/Drinking Places,Walking,Walking
63128,26,Young Adult,0,Debt,3_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
11931,73,Elderly,20629,Low,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
58628,25,Young Adult,45084,Moderate,3_person,nonfamily_single,2,F&B Eatery/Limited-Service Restaurants,Public_transport,Car
10958,26,Young Adult,59039,Moderate,2_person,nonfamily_single,0,F&B Eatery/Drinking Places,Walking,Walking
16346,28,Young Adult,61887,High,3_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
20868,73,Elderly,13954,Low,1_person,living_alone,1,F&B Eatery/Drinking Places,Car,Walking
61805,21,Young Adult,7071,Low,7_plus_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
4882,26,Young Adult,37816,Moderate,3_person,nonfamily_single,3_plus,F&B Eatery/Limited-Service Restaurants,Walking,Car
30965,55,Senior,91243,Very High,3_person,family_single,3_plus,F&B Eatery/Limited-Service Restaurants,Car,Car
10257,40,Adult,65659,High,2_person,nonfamily_single,2,F&B Eatery/Limited-Service Restaurants,Public_transport,Car
56054,40,Adult,0,Debt,7_plus_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
15751,64,Elderly,70974,High,3_person,married_couple,3_plus,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Car
10546,26,Young Adult,23253,Low,3_person,family_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
33287,70,Elderly,63276,High,3_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
14299,28,Young Adult,0,Debt,6_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
24542,46,Middle Age,66012,High,2_person,married_couple,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Public_transport
24726,29,Young Adult,77288,High,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Walking
53399,48,Middle Age,114859,Very High,4_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Car
62999,65,Elderly,31237,Moderate,3_person,family_single,0,F&B Eatery/Drinking Places,Walking,Walking
37133,59,Senior,54023,Moderate,2_person,nonfamily_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
17120,61,Elderly,12965,Low,2_person,married_couple,0,F&B Eatery/Full-Service Restaurants,Car,Public_transport
13431,37,Adult,154717,Ultra High,4_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
34354,35,Adult,98194,Very High,3_person,married_couple,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
53982,32,Adult,86437,High,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
57732,63,Elderly,81035,High,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
8220,56,Senior,39547,Moderate,2_person,family_single,1,F&B Eatery/Drinking Places,Car,Public_transport
51542,50,Middle Age,0,Debt,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Public_transport
29058,33,Adult,41864,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
34039,43,Middle Age,206290,Ultra High,2_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Walking,Car
5139,44,Middle Age,40405,Moderate,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
8315,55,Senior,32324,Moderate,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
21555,76,Elderly,41464,Moderate,2_person,nonfamily_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Public_transport
21937,28,Young Adult,20629,Low,2_person,family_single,2,F&B Eatery/Full-Service Restaurants,Car,Walking
65921,49,Middle Age,41258,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Walking
10258,30,Young Adult,0,Debt,6_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
22918,29,Young Adult,73740,High,6_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
46922,59,Senior,34037,Moderate,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
23541,29,Young Adult,50507,Moderate,4_person,nonfamily_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Walking
44320,25,Young Adult,53672,Moderate,4_person,family_single,2,F&B Eatery/Full-Service Restaurants,Car,Public_transport
13134,63,Elderly,0,Debt,5_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
53786,28,Young Adult,42184,Moderate,3_person,family_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Walking
66669,32,Adult,21660,Low,2_person,family_single,2,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
67245,33,Adult,35655,Moderate,3_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
318,29,Young Adult,5273,Low,2_person,married_couple,0,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
48852,26,Young Adult,86641,High,2_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Walking,Walking
65427,36,Adult,103145,Very High,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
52881,30,Young Adult,137379,Ultra High,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Car,Walking
39589,28,Young Adult,89641,High,2_person,nonfamily_single,2,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
56379,34,Adult,60608,High,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
40451,25,Young Adult,16855,Low,6_person,family_single,0,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
28378,37,Adult,162070,Ultra High,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Walking,Walking
12494,63,Elderly,657756,Ultra High,2_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
45540,45,Middle Age,18772,Low,4_person,family_single,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
49286,24,Young Adult,30583,Moderate,2_person,nonfamily_single,1,F&B Eatery/Drinking Places,Car,Walking
58023,58,Senior,10756,Low,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
2537,64,Elderly,29294,Low,4_person,family_single,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
64740,20,Young Adult,0,Debt,5_person,married_couple,1,F&B Eatery/Drinking Places,Public_transport,Walking
24004,61,Elderly,127607,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
37372,49,Middle Age,309435,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
39866,78,Elderly,24783,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
66253,47,Middle Age,121217,Ultra High,7_plus_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Walking
9980,30,Young Adult,118616,Very High,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
15871,33,Adult,59824,Moderate,3_person,married_couple,1,F&B Eatery/Drinking Places,Walking,Public_transport
28218,35,Adult,52500,Moderate,1_person,living_alone,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
39604,33,Adult,32414,Moderate,2_person,nonfamily_single,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
63487,19,Young Adult,0,Debt,3_person,family_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
14273,29,Young Adult,48305,Moderate,3_person,nonfamily_single,3_plus,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Car
25551,46,Middle Age,103145,Very High,6_person,married_couple,3_plus,F&B Eatery/Limited-Service Restaurants,Public_transport,Car
45839,70,Elderly,318195,Ultra High,1_person,living_alone,1,F&B Eatery/Drinking Places,Car,Public_transport
59293,41,Middle Age,112712,Very High,1_person,living_alone,1,F&B Eatery/Drinking Places,Car,Public_transport
31655,42,Middle Age,236231,Ultra High,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
19411,45,Middle Age,0,Debt,3_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
44498,27,Young Adult,36100,Moderate,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
6090,31,Adult,26840,Low,3_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Car
61637,44,Middle Age,362784,Ultra High,3_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Walking,Car
12472,67,Elderly,22146,Low,2_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Public_transport,Car
23036,67,Elderly,67044,High,2_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
28856,31,Adult,50507,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
39007,73,Elderly,52191,Moderate,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
33677,32,Adult,221467,Ultra High,2_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
21020,51,Senior,13709,Low,3_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
4520,40,Adult,51572,Moderate,4_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
6821,27,Young Adult,0,Debt,2_person,family_single,1,F&B Eatery/Limited-Service Restaurants,Car,Walking
66861,35,Adult,8045,Low,5_person,married_couple,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
17215,81,Elderly,10933,Low,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
25029,76,Elderly,51517,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
47341,83,Elderly,19494,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
52073,25,Young Adult,4125,Low,2_person,nonfamily_single,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
52883,31,Adult,151806,Ultra High,2_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Car,Walking
41028,25,Young Adult,43326,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Car,Walking
32850,53,Senior,90913,Very High,4_person,family_single,3_plus,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Car
56764,26,Young Adult,59824,Moderate,3_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
30035,29,Young Adult,34344,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
61273,73,Elderly,33334,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
64496,26,Young Adult,30021,Moderate,5_person,married_couple,3_plus,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
62939,50,Middle Age,128931,Ultra High,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
15254,55,Senior,0,Debt,2_person,married_couple,1,F&B Eatery/Limited-Service Restaurants,Car,Public_transport
33883,52,Senior,0,Debt,5_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
10942,44,Middle Age,121012,Ultra High,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
45554,81,Elderly,256269,Ultra High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
29918,74,Elderly,41165,Moderate,2_person,nonfamily_single,2,F&B Eatery/Full-Service Restaurants,Car,Car
26111,26,Young Adult,168126,Ultra High,3_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
19065,21,Young Adult,2160,Low,3_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
11348,52,Senior,0,Debt,3_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
28795,19,Young Adult,0,Debt,3_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
47409,70,Elderly,330317,Ultra High,7_plus_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
42252,57,Senior,102423,Very High,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
31523,41,Middle Age,84368,High,2_person,married_couple,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Car
40877,65,Elderly,0,Debt,4_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
26389,21,Young Adult,0,Debt,2_person,nonfamily_single,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Walking,Walking
17941,79,Elderly,24689,Low,3_person,family_single,3_plus,F&B Eatery/Limited-Service Restaurants,Car,Car
26690,23,Young Adult,44715,Moderate,2_person,nonfamily_single,0,F&B Eatery/Full-Service Restaurants,Walking,Walking
63859,26,Young Adult,75141,High,1_person,living_alone,0,F&B Eatery/Limited-Service Restaurants,Walking,Walking
11272,77,Elderly,379006,Ultra High,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
36805,27,Young Adult,0,Debt,4_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Car,Walking
5714,45,Middle Age,361008,Ultra High,2_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Walking,Car
3529,55,Senior,295198,Ultra High,1_person,living_alone,1,F&B Eatery/Limited-Service Restaurants,Public_transport,Public_transport
64867,60,Senior,122967,Ultra High,2_person,family_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
31783,30,Young Adult,31975,Moderate,3_person,married_couple,0,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
18876,73,Elderly,54853,Moderate,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
46369,26,Young Adult,38385,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
17128,64,Elderly,9899,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
31974,46,Middle Age,44352,Moderate,4_person,nonfamily_single,2,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
17226,80,Elderly,0,Debt,6_person,married_couple,2,F&B Eatery/Limited-Service Restaurants,Car,Car
62004,42,Middle Age,38858,Moderate,2_person,nonfamily_single,2,F&B Eatery/Full-Service Restaurants,Walking,Car
47851,27,Young Adult,64406,High,2_person,nonfamily_single,2,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
34226,40,Adult,32414,Moderate,7_plus_person,married_couple,1,F&B Eatery/Drinking Places,Walking,Public_transport
59145,37,Adult,0,Debt,1_person,living_alone,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
15035,57,Senior,429,Low,1_person,living_alone,0,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
51037,32,Adult,75152,High,1_person,living_alone,0,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,Walking
40949,64,Elderly,55428,Moderate,1_person,living_alone,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Public_transport
65549,20,Young Adult,6482,Low,2_person,nonfamily_single,0,F&B Eatery/Limited-Service Restaurants,Public_transport,Walking
43243,34,Adult,58588,Moderate,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
5874,45,Middle Age,103051,Very High,2_person,married_couple,0,F&B Eatery/Limited-Service Restaurants,Walking,Public_transport
27861,46,Middle Age,10314,Low,3_person,married_couple,1,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,Walking
54832,35,Adult,75760,High,7_plus_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
28617,22,Young Adult,25499,Low,2_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
14942,32,Adult,43320,Moderate,3_person,family_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Public_transport
24612,46,Middle Age,54023,Moderate,4_person,family_single,1,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
938,61,Elderly,19288,Low,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Walking
52419,55,Senior,32324,Moderate,4_person,married_couple,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
21355,79,Elderly,42184,Moderate,1_person,living_alone,1,F&B Eatery/Full-Service Restaurants,Car,Public_transport
47078,32,Adult,34350,Moderate,2_person,married_couple,2,F&B Eatery/Full-Service Restaurants,Car,Car
43379,26,Young Adult,75632,High,3_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
45060,43,Middle Age,10101,Low,2_person,nonfamily_single,1,F&B Eatery/Full-Service Restaurants,Walking,Walking
52263,30,Young Adult,0,Debt,3_person,married_couple,0,F&B Eatery/Full-Service Restaurants,Public_transport,Walking
35953,40,Adult,12323,Low,3_person,family_single,0,F&B Eatery/Full-Service Restaurants,Walking,Public_transport
44423,30,Young Adult,40405,Moderate,3_person,nonfamily_single,3_plus,F&B Eatery/Limited-Service Restaurants,Public_transport,Car
