id,target_amenity,mode,distance_miles,duration_minutes,location_name,description
Internsion_1.2433591485800462e+19,Retail (Consumer Goods)/Book Store,Car,0.3519566616847907,0.0,Hub Comics,"This person goes to Hub Comics by Car, this place is in the amenity category of Retail (Consumer Goods)/Book Store. The distance is 0.3519566616847907 miles. It takes 0.0 minutes."
Internsion_6.685906956690902e+18,Education/Universities,Car,3.5129107240692834,12.0,Wentworth Institute Of Technology,"This person goes to Wentworth Institute Of Technology by Car, this place is in the amenity category of Education/Universities. The distance is 3.5129107240692834 miles. It takes 12.0 minutes."
Internsion_1.3046133073296374e+17,Education/Elementary School,Walking,1.053005651419088,20.0,Ivy Street School,"This person goes to Ivy Street School by Walking, this place is in the amenity category of Education/Elementary School. The distance is 1.053005651419088 miles. It takes 20.0 minutes."
Internsion_6.528561425279394e+18,Retail (Consumer Goods)/Shoe Store,Public_transport,1.7736718566757916,21.0,Nike Boston,"This person goes to Nike Boston by Public_transport, this place is in the amenity category of Retail (Consumer Goods)/Shoe Store. The distance is 1.7736718566757916 miles. It takes 21.0 minutes."
Internsion_1.6944463844123073e+19,Entertainment/Zoos and Nature Parks,Public_transport,2.912631793666093,31.0,Joslin Park,"This person goes to Joslin Park by Public_transport, this place is in the amenity category of Entertainment/Zoos and Nature Parks. The distance is 2.912631793666093 miles. It takes 31.0 minutes."
Internsion_6.626936932149313e+17,F&B Eatery/Full-Service Restaurants,Car,1.822185260997656,3.0,Local 149,"This person goes to Local 149 by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 1.822185260997656 miles. It takes 3.0 minutes."
Internsion_1.5964844478633603e+19,F&B Eatery/Limited-Service Restaurants,Walking,0.0310930597878781,0.0,sweetgreen,"This person goes to sweetgreen by Walking, this place is in the amenity category of F&B Eatery/Limited-Service Restaurants. The distance is 0.0310930597878781 miles. It takes 0.0 minutes."
Internsion_8.730201355907265e+18,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Public_transport,1.518540970048296,28.0,P&R Restaurant And Ice Cream Parlor,"This person goes to P&R Restaurant And Ice Cream Parlor by Public_transport, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 1.518540970048296 miles. It takes 28.0 minutes."
Internsion_4.501044786361879e+18,F&B Eatery/Full-Service Restaurants,Car,2.92694330304184,9.0,The Butcher Shop,"This person goes to The Butcher Shop by Car, this place is in the amenity category of F&B Eatery/Full-Service Restaurants. The distance is 2.92694330304184 miles. It takes 9.0 minutes."
Internsion_1.509956007895325e+19,F&B Eatery/Snack and Nonalcoholic Beverage Bars,Car,2.1209799194354737,6.0,Panera Bread,"This person goes to Panera Bread by Car, this place is in the amenity category of F&B Eatery/Snack and Nonalcoholic Beverage Bars. The distance is 2.1209799194354737 miles. It takes 6.0 minutes."
Internsion_3.385451074921647e+18,Retail (Grocery)/Liquor Store,Public_transport,3.8046074942674055,25.0,Urban Grape South End,"This person goes to Urban Grape South End by Public_transport, this place is in the amenity category of Retail (Grocery)/Liquor Store. The distance is 3.8046074942674055 miles. It takes 25.0 minutes."
